movieNm,openDt,audiAcc,companyNm,directorNm,directorNmEn,genreNm,movieNmEn,nationNm,peopleNm,showTm,watchGradeNm,keywords,plot,awards,budget,ori_lang,series,crewData,castData,keyWord,_merge
피아니스트세이모어의뉴욕소네트,2016-04-07,22466.0,['(주)영화사 진진'],에단 호크,ethanhawke,['다큐멘터리'],seymouranintroduction,['미국'],,81.0,전체관람가,"피아니스트,무대공포증,다큐멘터리,뉴욕,피아노","에단 호크 said,“배우로 지내며 받은 스포트라이트가 진실성이 없는 허상이란 걸 알고 있었죠 감독이자 배우 에단호크는 화려한 스포트라이트를 받지만 사실 무대공포증으로 인한 극심한 스트레스에 시달리고 있다. 그러던 중 우연히 만난 세이모어 번스타인과 소울 메이트가 되고 자신의 속 깊은 고민을 털어놓게 된다.세이모어 번스타인 said,“피아노 소리를 듣듯이 사람의 말을 들으면 상대의 감정을 더욱 잘 알 수 있어요”피아니스트로 살아가며 음악계의 주목을 받았던 세이모어 번스타인. 그는 좋은 예술가가 되는 것과 부와 명예를 누리는 것이 방해가 된다는 것을 깨닫고 예술의 도시 뉴욕 작은 스튜디오에서 피아노 교사가 되기로 결심한다.헐리우드 탑스타 에단호크와 가장 화려한 순간 무대를 내려온 세이모어뉴욕의 작은 스튜디오에서 보내온 음악편지",,,,,,,,left_only
마징가z인피니티,2018-05-17,22407.0,['(주)이수C&E'],시미즈 준지,junjishimizu,"['애니메이션', 'SF', '액션']",mazingerzinfinity,['일본'],"[('모리쿠보 쇼타로', ''), ('카야노 아이', ''), ('김영선', '강쇠돌 한국어 목소리'), ('홍시호', '장검철 한국어 목소리'), ('이지현', '리사 한국어 목소리'), ('정미숙', '윤애리 한국어 목소리'), ('소연', '김숙 한국어 목소리'), ('김혜성', '강철 한국어 목소리'), ('권혁수', '윤 수상 한국어 목소리'), ('문관일', '헬 박사 한국어 목소리'), ('강구한', '브로켄 백작'), ('이창민', '아수라 남작(남) 한국어 목소리'), ('김은연', '아수라 남작(여) 한국어 목소리'), ('최낙윤', '대장 한국어 목소리'), ('서반석', '얼간이 한국어 목소리'), ('박성영', '멀뚱이 한국어 목소리'), ('곽윤상', '사령관 한국어 목소리'), ('이승행', '고뭉치 한국어 목소리'), ('정의한', '민머리 한국어 목소리')]",94.0,12세이상관람가,"마징가,극장판,시리즈","세기의 전쟁 10년 후 지구에 닥친 최대 위기! 인류를 구하기 위한 최후의 출격이 시작된다!세계 정복을 꿈꾸는 천재 과학자, '닥터 헬'로부터 지구를 구했던 '마징가 Z'. 무한한 잠재력을 지닌 '인피니티'를 통해과거 이루지 못한 야망을 실현하려는 '닥터 헬'로부터 다시 한 번 인류를 구할 수 있을 것인가!",,,,,,,,left_only
엔들리스러브,2014-03-13,22091.0,['유니버설픽쳐스인터내셔널 코리아(유)'],샤나 페스트,shanafeste,"['드라마', '멜로/로맨스']",endlesslove,['미국'],"[('알렉스 페티퍼', '데이빗'), ('라이스 웨이크필드', '키스'), ('브루스 그린우드', '휴'), ('조엘리 리처드슨', '앤'), ('가브리엘라 와일드', '제이드')]",104.0,15세이상관람가,"사랑,순수,첫사랑,선택,청춘","사랑이 전부인 지금, 나는 순수와 작별한다.        졸업식 날 운명적으로 마주한 제이드(가브리엘라 와일드)와 데이빗(알렉스 페티퍼)은 서로를 향한 강한 끌림을 느낀다. 제이드는 데이빗을 통해 그 동안 느껴보지 못한 자유로움과 가슴 뛰는 사랑에 거침없이 빠져들고, 데이빗은 순수한 제이드에게 매료되어 그녀에게 진정한 사랑이 무엇인지 알게 해 준다.한편, 제이드의 아버지는 모든 것을 내던지고 빠져드는 이들의 사랑을 경계하고, 데이빗과 함께하는 바로 이 순간의 사랑을 놓고 싶지 않은 제이드는 중대한 결심을 하게 되는데...",,,,,,,,left_only
까밀리와인드,2013-07-18,22006.0,['(주)엣나인필름'],노에미 르보브스키,noemielvovsky,['드라마'],camillerewinds,['프랑스'],"[('노에미 르보브스키', '까밀'), ('사미르 구에스미', '에릭'), ('욜랭드 모로', '까밀의 엄마'), ('미셸 빌레모', '까밀의 아빠')]",115.0,15세이상관람가,"40대,과거,이혼,타임리프,현실,시간여행","‘지금 모습 그대로, 가장 행복했던 16살의 나로 돌아간다!?’16살의 까밀은 첫사랑 에릭을 만나 미친 듯이 사랑했고, 이후 가정을 꾸려 행복하게 살아간다.  25년 후…  까밀은 여전히 무명배우이고 알코올 중독, 설상가상으로 남편 에릭은 다른 여자가 생겼다며  까밀을 떠나고 만다.  삶이 지루하다 못해 지쳐버린 까밀. 어디서부터 잘못된 걸까?  그런 까밀에게 도무지 믿기지 않는 마법 같은 일이 일어난다.  새해가 되기 하루 전날, 그녀는 지금 모습 그대로 16살의 시절로 돌아가게 된 것.  이미 돌아가신 부모님과의 재회, 다시 만난 단짝 친구들,  그리고 열정적인 첫사랑으로 남아있는 남편 에릭까지.  미래를 알고 있는 16살 까밀은 이 상황이 행복하지만 두렵기도 하다.    까밀은 과연 이대로 다시 행복을 찾을 수 있을까? 그를 다시 사랑할 수 있을까?",로카르노국제영화제(2012) : 버라이어티 피아자 - 노에미 르보브스키,,,,,,,left_only
아이캔온리이매진,2018-06-21,21978.0,"['(주)영화사 그램', 'TCO(주)더콘텐츠온']",앤드류 어윈,andrewerwin,"['드라마', '가족']",icanonlyimagine,['미국'],"[('매들린 캐롤', ''), ('클로리스 리치먼', ''), ('데니스 퀘이드', '')]",110.0,12세이상관람가,"실화바탕바탕,실화바탕바탕,자전적실화바탕,실존인물,음악가,명곡,탄생비화,전설적인물,밴드","세상을 울렸지만, 세상은 알지 못했던 위대한 명곡의 탄생 뒤에 숨겨진 가슴 벅찬 실화지금까지도 전 세계에 가장 많이 플레이되며 세상을 울린 명곡 '아이 캔 온리 이매진'을 탄생시킨 전설적인 밴드 머시미(Mercy Me) 리드 보컬 바트 밀라드 (Bart Millard)의 인생과 노래의 탄생 뒤에 숨겨진 감동 실화를 다룬 영화",,,,,,,,left_only
천하무적키코리키,2014-07-17,21889.0,['와이드 릴리즈(주)'],데니스 체르노프,denischernov,"['애니메이션', '어드벤처']",kikorikiteaminvincible,['러시아'],,90.0,전체관람가,,"좌충우돌! 슈퍼 애니멀들의 신나는 모험이 시작된다!평화로운 마을 키코리키의 사이 좋은 동물 친구들우연히 발견한 TV 속 세상에 빠지게 된 친구들은 환상의 도시를 꿈꾸며 여행을 떠난다. 폭풍우가 몰아치는 바다를 건너 우여곡절 끝에 마침내 도시에 도착하지만, 고슴도치 친구 치코가 행방불명 된다. 각종 위험이 도사리는 낯선 도시에 남겨진 키코리키 친구들은잃어버린 친구를 찾고 무사히 집으로 돌아갈 수 있을까…?",,,,,,,,left_only
숲속왕국의꿀벌여왕,2019-03-14,21713.0,['(주)팝엔터테인먼트'],아르나드 부롱,arnaudbouron,"['애니메이션', '어드벤처', '코미디']",talltales,['프랑스'],"[('최원형', '아폴로/미키 한국어 목소리'), ('장은숙', '마가렛 한국어 목소리'), ('안종덕', '래리/헬리움 한국어 목소리'), ('전진아', '웬디/피오나 한국어 목소리'), ('장경희', '베티 한국어 목소리'), ('변종필', '스핑스 한국어 목소리'), ('박영화', '대디붐 한국어 목소리'), ('고성일', '베니/인코그니토 한국어 목소리')]",87.0,전체관람가,"베스트셀러작가,동화작가,꿀벌,모험,곤충캐릭터,특별한여정","사라진 꿀벌 여왕 ‘마가렛’을 찾아, 평화로운 왕국을 지켜라! 여러 곤충들이 어울려 사는 숲속왕국, 특별 파티를 앞두고 꿀벌 여왕 ‘마가렛’이 사라졌다?베짱이 뮤지션과 친구들은 사건을 해결하기 위해 나서는데… 과연 왕국의 평화를 되찾을 수 있을까?",,,,,,,,left_only
시크릿인데어아이즈,2016-04-27,21692.0,['판씨네마(주)'],빌리 레이,billyray,"['미스터리', '스릴러']",secretintheireyes,['미국'],"[('치웨텔 에지오포', ''), ('니콜 키드먼', ''), ('줄리아 로버츠', '')]",110.0,15세이상관람가,"아르헨티나영화리메이크,미제사건,살인사건,증거불충분,아르헨티나소설원작,경찰,수사관,여검사,여경찰관,LA경찰","쓰레기통에서 발견된 시신, 사라진 범인, 미제 종결된 사건..  “13년 전, 친구의 딸을 살해한 그놈이 다시 나타났다”    L.A. 지방 검찰청에서 한 팀으로 근무하던 FBI 요원 레이(치웨텔 에지오포)와 경찰 제스(줄리아 로버츠).  인근에서 살인사건이 발생하고, 현장에 투입된 그들 앞에 제스의 딸이 싸늘한 주검으로 발견된다.  강력계 차장검사 클레어(니콜 키드먼)의 합류로 유력한 용의자를 검거하지만,  상부의 압박에 의해 무혐의로 풀려난 그가 돌연 사라지면서 사건은 미제로 종결된다.    13년 후, 끈질긴 추적 끝에 범인의 단서를 찾아낸 레이.  L.A.로 돌아와 제스와 클레어에게 재수사를 제안한다.  하지만 수사가 진행될수록 사건 뒤에 감춰진 진실과 마주하게 되는데…",,,,,,,,left_only
안녕나의소울메이트,2017-12-07,21659.0,['(주)나이너스엔터테인먼트'],증국상,derektsang,['드라마'],soulmate,['홍콩'],"[('주동우', ''), ('마사순', ''), ('이정빈', '')]",109.0,15세이상관람가,,"열셋, 운명처럼 우리의 우정은 시작되었다.  열일곱, 우리에게도 첫사랑이 생겼다.  스물, 어른이 된다는 건 이별을 배우는 것이었다.  스물셋, 널 나보다 사랑할 수 없음에 낙담했다.  스물일곱, 너를 그리워했다.    14년간 함께, 또 엇갈리며 닮아갔던  두 소녀의 애틋하고 찬란한 청춘 이야기!",,,,,,,,left_only
차일드44,2015-05-28,21604.0,['(주)넥스트엔터테인먼트월드(NEW)'],다니엘 에스피노사,danielespinosa,['스릴러'],child44,['미국'],"[('톰 하디', '레오'), ('게리 올드만', '네스테로프'), ('조엘 킨나만', ''), ('누미 라파스', '라이사'), ('뱅상 카셀', ''), ('리들리 스콧', '제작')]",137.0,청소년관람불가,,"오늘로 44명…아이들이 살해되고 모두가 침묵했다!1952년 소비에트 연방, 범죄 발생률 0%인 완벽한 국가에서 출세가도를 달려온 ‘레오’(톰 하디). 평온한 어느 날, 철길 옆에서 어린 아이가 시체로 발견되고 ‘레오’는 “완벽한 국가에서 범죄란 없다”는 굳은 신념 아래 단순한 기차 사고로 종결 짓는다. 한편 사랑하는 아내 ‘라이사’(누미 라파스)가 스파이로 지목되지만 차마 그녀를 고발하지 못한 ‘레오’는 민병대로 좌천되고, 사고 발생 소식에 ‘네스테로프’ 대장(게리 올드만)과 함께 현장으로 출동한다. 숲 속에서 발견된 아이 시체를 본 ‘레오’는 과거 사고와 유사점을 발견하고 동일범의 소행일지도 모른다는 의심을 갖게 된다. 비슷한 또래 아이들의 모든 사건을 관통하는 단서를 찾게 된 ‘레오’와 ‘네스테로프’ 대장은 끔찍한 아동 연쇄살인사건과 거대한 음모의 실마리를 발견하고 본격적으로 사건을 파헤치기 시작하는데...",,,,,,,,left_only
빌리엘리어트뮤지컬라이브,2014-11-27,21571.0,['유니버설픽쳐스인터내셔널 코리아(유)'],스티븐 달드리,stephendaldry,"['뮤지컬', '공연']",billyelliotthemusicallive,['미국'],"[('엘리엇 한나', ''), ('루시에 헨쉘', ''), ('데카 웜슬리', '')]",180.0,전체관람가,,"영국 최고의 명작 뮤지컬 공연 실황!우리에게 찾아 온 단 하나의 위대한 감동!가난한 탄광촌에서 파업시위에 열성인 아버지와 형 그리고 치매증세가 있는 할머니와 함께 살고 있는 소년 '빌리'는 아버지의 강요로 하게 된 권투 수업 중 중 우연히 본 발레 교실을 통해 본능적으로 춤에 이끌리는 자신을 발견한다. '빌리'는 자신의 능력을 알아본 '윌킨슨' 선생의 가르침 아래 본격적으로 발레를 배우기 시작하지만 체육관에 갑작스레 들이닥친 아버지 '재키'의 눈에 발각되어 더 이상 발레수업을 들을 수 없게 된다. 하지만 우연히 '빌리'의 춤을 목격하게 된 아버지는 그의 천재성을 인정하게 되고 발레만이 탄광촌에서 벗어날 수 있는 유일한 탈출구라는 사실을 깨닫게 된다. 한편 '윌킨슨' 선생은 '빌리'에게 런던 최고 명문의 로얄발레학교 입학 오디션을 제안하고, 아버지 '재키'는 '빌리'의 오디션비용을 마련하기 위해 다시 탄광촌으로 발걸음을 옮기는데..",,,,,,,,left_only
무문관,2018-04-19,21506.0,['영화사 마농(주)'],박대원,,['다큐멘터리'],thegatelessgate,['한국'],"[('김명수', '내레이션'), ('김정숙', '출연'), ('서장현', '프로듀서'), ('이동억', '라인프로듀서'), ('조예리', '사운드믹싱'), ('김수현', '사운드믹싱'), ('백상훈', '음악 믹싱/레코딩'), ('최정훈', '음악 믹싱/레코딩'), ('이윤정', '작사/작곡/편곡'), ('우미현', '작사/작곡/편곡'), ('전종혁', '작사/작곡/편곡'), ('최명선', '작사/작곡/편곡'), ('김태훈', '제작팀'), ('윤성훈', '제작팀'), ('윤희미', '제작팀'), ('김현철', '제작팀'), ('오태관', '제작팀'), ('정성희', '스토리'), ('김성동', '시나리오(각본)'), ('최유리', '시나리오(각본)'), ('하재영', '촬영'), ('권오철', '촬영'), ('주성민', '촬영팀'), ('이원우', '촬영팀'), ('강준호', '촬영팀'), ('박광규', '촬영팀'), ('양성도', '그립'), ('권택', '그립'), ('최영우', '지미집'), ('문경환', '지미집'), ('한경수', '특수촬영'), ('홍순호', '특수촬영'), ('정윤한', '특수촬영'), ('이은일', '촬영장비'), ('방기수', '촬영장비'), ('유경수', '조명'), ('김남중', '조명'), ('서보권', '조명'), ('유근희', '조명'), ('배영철', '발전차'), ('형만복', '조명장비'), ('구본승', '동시녹음'), ('한명수', '미술/프로덕션 디자인'), ('노성국', '미술/프로덕션 디자인'), ('김영훈', '아트디렉터'), ('위성신', '소품'), ('최병진', '특수효과'), ('민청기', '특수효과'), ('이운기', '특수효과'), ('도광섭', '특수효과'), ('김형기', '편집'), ('채재윤', '편집팀'), ('김은', '편집팀'), ('이동근', '편집팀'), ('서웅석', '음악'), ('장진욱', '기타'), ('변형일', 'VFX 아티스트'), ('강지연', '광고디자인'), ('김성태', '광고디자인'), ('김정길', '기획'), ('정혜주', 'DI팀'), ('최희영', 'DI팀'), ('윤혜영', 'DI팀'), ('최한나', '광고디자인')]",96.0,전체관람가,"사찰,스님,독방,천일,산속수행","들여다 보는 것조차 ‘절대금기’ 되는 독방, 비밀스러운 특수 선방(禪房) ‘무문관’이 공개된다!마주서는 48개의 관문. 그 문(門)은 이 세상에 존재하지 않는다. 하지만 그 문을 통과하면 용(龍)이 되고 부처가 된다.세상의 모든 시비가 끊어진 이곳에서 그 문을 여는데 주어진 기간은 1000일! 자물쇠 채운 선방 안, 11명의 스님들이 자신과의 숭고한 싸움을 시작한다. 과연 몇 명의 스님들이 1000일 후 그 문을 열고 나올 것인가?",,,,,,,,left_only
