movieNm,movieDrKofic,prodCompany,impCompany,distCompany,openDtKofic,State,longShort,nationNm,screenCnt,salesAcc,audiAcc,salesSeoul,audiSeoul,genres,watchGrade,classify,movieOriNm,openDtTMDB,movieDrTMDB,budget,ori_lang,series,crewData,castData,keyWord,_merge
공자춘추전국시대,후메이,베이징 다디 센츄리,"아이엠제이 유한회사,프리비젼엔터테인먼트",(주)시너지하우스 (시너지),2010-02-11,개봉영화,장편,중국,243.0,2819298799.0,377801.0,811821000.0,103188.0,드라마,12세이상관람가,일반영화,,,,,,,,,,left_only
프롬파리위드러브,피에르 모렐,유로파 Corp.,㈜케이디미디어,㈜케이디미디어,2010-03-11,개봉영화,장편,프랑스,300.0,2850441248.0,375573.0,944127500.0,118230.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
컨트롤러,조지 놀피,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2011-03-03,개봉영화,장편,미국,371.0,2862234500.0,373344.0,1181928000.0,147607.0,스릴러,12세이상관람가,일반영화,,,,,,,,,,left_only
눈의여왕3눈과불의마법대결,알렉세이 트시칠린,,(주)시네마리퍼블릭,(주)이수C&E,2017-01-04,개봉영화,장편,러시아,526.0,2694247700.0,366442.0,433186900.0,54862.0,애니메이션,전체관람가,독립/예술영화,,,,,,,,,,left_only
파라노말액티비티2,토드 윌리엄스,파라마운트 픽쳐스,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-10-21,개봉영화,장편,미국,177.0,2616761211.0,364251.0,843504500.0,111915.0,공포(호러),12세이상관람가,독립/예술영화,,,,,,,,,,left_only
레드라이딩후드,캐서린 하드윅,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-03-17,개봉영화,장편,미국,249.0,2728562500.0,362572.0,1032181500.0,131108.0,드라마,15세이상관람가,일반영화,,,,,,,,,,left_only
블라인드사이드,존 리 행콕,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-04-15,개봉영화,장편,미국,132.0,2643699147.0,359899.0,1313335000.0,172111.0,드라마,12세이상관람가,독립/예술영화,,,,,,,,,,left_only
극장판짱구는못말려아뵤쿵후보이즈라면대란,타카하시 와타루,,씨제이이앤엠(주),씨제이이앤엠(주),2018-12-19,개봉영화,장편,일본,489.0,2735399650.0,353012.0,383636800.0,47840.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
링컨뱀파이어헌터,티무르 베크맘베토브,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-08-30,개봉영화,장편,미국,337.0,2750911500.0,344876.0,921542500.0,108920.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
숲속으로,롭 마샬,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2014-12-24,개봉영화,장편,미국,356.0,2596533288.0,341882.0,991696988.0,126865.0,뮤지컬,전체관람가,일반영화,,,,,,,,,,left_only
패딩턴2,폴 킹,,(주)누리픽쳐스,(주)이수C&E,2018-02-08,개봉영화,장편,프랑스,629.0,2527056200.0,335906.0,707057900.0,89520.0,코미디,전체관람가,독립/예술영화,,,,,,,,,,left_only
내사랑,에이슬링 월쉬,,오드,오드,2017-07-12,개봉영화,장편,아일랜드,233.0,2442554625.0,334423.0,1183125825.0,158596.0,드라마,12세이상관람가,독립/예술영화,,,,,,,,,,left_only
극장판짱구는못말려습격외계인덩덩이,하시모토 마사카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2017-07-20,개봉영화,장편,일본,547.0,2417712700.0,333082.0,369416200.0,47946.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
킬러스,로버트 루게틱,"카탈스트 필름,라이온스 게이트 필름즈",(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2010-09-02,개봉영화,장편,미국,280.0,2428979292.0,329086.0,914463000.0,117566.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
킬러스,"키모 스탐보엘,티모 타잔토",,씨네그루(주)다우기술,씨네그루(주)다우기술,2015-02-04,개봉영화,장편,인도네시아,1.0,250000.0,50.0,250000.0,50.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
링컨차를타는변호사,브래드 퍼맨,,(주)더블앤조이픽쳐스,씨너스엔터테인먼트(주),2011-06-16,개봉영화,장편,미국,241.0,2443603500.0,327612.0,1119703000.0,143907.0,범죄,15세이상관람가,일반영화,,,,,,,,,,left_only
미드나잇선,스콧 스피어,,(주)우성엔터테인먼트,씨네그루(주)키다리이엔티,2018-06-21,개봉영화,장편,미국,472.0,2679300500.0,326086.0,960276400.0,114250.0,멜로/로맨스,12세이상관람가,독립/예술영화,,,,,,,,,,left_only
미드나잇선,스콧 레베레히트,,팁노트(주),어뮤즈,2013-08-08,개봉영화,장편,미국,4.0,1870000.0,376.0,25000.0,3.0,공포(호러),청소년관람불가,독립/예술영화,,,,,,,,,,left_only
스폰지밥3d,폴 티비트,,씨제이이앤엠(주),씨제이이앤엠(주),2015-02-18,개봉영화,장편,미국,357.0,2458946200.0,325016.0,512218000.0,65131.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
비행기2소방구조대,로버츠 개너웨이,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-13,개봉영화,장편,미국,341.0,2246970700.0,311456.0,431524600.0,55755.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
트루스오어데어,제프 와드로,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2018-05-22,개봉영화,장편,미국,530.0,2647330400.0,310956.0,676633300.0,75935.0,공포(호러),15세이상관람가,일반영화,,,,,,,,,,left_only
가디언의전설,잭 스나이더,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-10-28,개봉영화,장편,미국,268.0,2655721096.0,307217.0,767026500.0,85399.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
빌리와용감한녀석들2,닉힐 아드바니,,㈜코리아스크린,(주)에스비에스콘텐츠허브,2013-02-21,개봉영화,장편,인도,289.0,2006325000.0,306837.0,384270500.0,55552.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
패딩턴,폴 킹,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2015-01-07,개봉영화,장편,영국,408.0,2246424729.0,305100.0,646094129.0,84276.0,코미디,전체관람가,일반영화,,,,,,,,,,left_only
포켓몬더무비xy후파광륜의초마신,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2015-12-23,개봉영화,장편,일본,360.0,2156275800.0,300477.0,412792200.0,55992.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
빌리와용감한녀석들3d,"라인하드 클루스,호거 태프",,㈜코리아스크린,(주)에스비에스콘텐츠허브,2012-08-08,개봉영화,장편,독일,241.0,1961238000.0,299434.0,348695500.0,48327.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
오즈의마법사돌아온도로시,"윌 핀,댄 세인트 피에르",,㈜코리아스크린,(주)박수엔터테인먼트,2015-02-12,개봉영화,장편,미국,330.0,2175321000.0,298298.0,518209900.0,68014.0,애니메이션,전체관람가,독립/예술영화,,,,,,,,,,left_only
로렉스,"크리스 리노드,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,개봉영화,장편,미국,463.0,2140045000.0,297025.0,557255500.0,72599.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
모모와다락방의수상한요괴들,오키우라 히로유키,프로덕션 I.G.,타임스토리그룹(주),타임스토리그룹(주),2012-07-05,개봉영화,장편,일본,253.0,1957612000.0,295189.0,482980000.0,68912.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
베스트키드,해럴드 즈워트,콜럼비아 픽쳐스 필름 프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-06-10,개봉영화,장편,미국,259.0,2066507505.0,292529.0,567302000.0,75364.0,가족,12세이상관람가,일반영화,,,,,,,,,,left_only
후드,오토 바서스트,,(주)누리픽쳐스,(주)이수C&E,2018-11-28,개봉영화,장편,미국,628.0,2203434149.0,284601.0,624255799.0,77919.0,어드벤처,12세이상관람가,일반영화,,,,,,,,,,left_only
신데렐라마법반지의비밀,린 사우더랜드,,예지림엔터테인먼트,예지림엔터테인먼트,2019-02-20,개봉영화,장편,미국,575.0,2112131240.0,284526.0,367782020.0,47371.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
포켓몬더무비xyz볼케니온기계왕국의비밀,유야마 쿠니히코,,(주)포켓몬코리아,(주)이수C&E,2016-12-22,개봉영화,장편,일본,480.0,2147083300.0,282419.0,425667500.0,53872.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
프레데터스,님로드 안탈,투엔티쓰 센츄리-폭스 필름 코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-08-26,개봉영화,장편,미국,230.0,2025850507.0,281642.0,538838500.0,70677.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
오큘러스,마이크 플래너건,,(주)메인타이틀픽쳐스,씨네그루(주)다우기술,2014-05-29,개봉영화,장편,미국,336.0,2122466537.0,279488.0,470167537.0,59344.0,미스터리,15세이상관람가,일반영화,,,,,,,,,,left_only
극장판안녕자두야,손석우,"아툰즈,씨제이이앤엠(주)",,씨제이이앤엠(주),2016-05-04,개봉영화,장편,한국,523.0,2124832300.0,278914.0,377332100.0,46697.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
눈의여왕,"블라드 바르베,막심 스베쉬니코브",,(주)씨씨에스미디어,(주)넥스트엔터테인먼트월드(NEW),2013-02-07,개봉영화,장편,러시아,316.0,1823299000.0,274229.0,387655500.0,54916.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
울프맨,조 존스톤,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-02-11,개봉영화,장편,미국,266.0,2099396881.0,270683.0,664052500.0,81066.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
헨젤과그레텔마녀사냥꾼3d,토미 위르콜라,,씨제이이앤엠(주),씨제이이앤엠(주),2013-02-14,개봉영화,장편,미국,297.0,2122205602.0,269510.0,670928602.0,80519.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
상하이,미카엘 하프스트롬,,데이지엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2011-01-27,개봉영화,장편,미국,217.0,2039939000.0,269157.0,679833000.0,85280.0,드라마,15세이상관람가,일반영화,,,,,,,,,,left_only
친구와연인사이,이반 라이트만,,씨제이엔터테인먼트,씨제이엔터테인먼트,2011-02-10,개봉영화,장편,미국,183.0,2099697500.0,267843.0,1049828000.0,130927.0,코미디,청소년관람불가,일반영화,,,,,,,,,,left_only
파이스토리악당상어소탕작전,"마크 A.Z. 디페,박태동",,데이지엔터테인먼트,(주)에스비에스콘텐츠허브,2013-01-10,개봉영화,장편,미국,298.0,1807928000.0,267373.0,355218500.0,50053.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
극장판도라에몽진구의인어대해전,쿠스바 고조,"TV 아사히,토호 컴퍼니",대원미디어(주),씨제이엔터테인먼트,2010-07-28,개봉영화,장편,일본,144.0,1769482593.0,264918.0,400018000.0,57062.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
나를차버린스파이,수잔나 포겔,,(주)누리픽쳐스,(주)누리픽쳐스,2018-08-22,개봉영화,장편,미국,278.0,2346742100.0,264766.0,741785000.0,82196.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
마야,알렉스 스타더만,,㈜세종커뮤니케이션스,(주)박수엔터테인먼트,2014-09-04,개봉영화,장편,독일,295.0,1927575700.0,262289.0,408898500.0,52310.0,애니메이션,전체관람가,독립/예술영화,,,,,,,,,,left_only
파이널데스티네이션5,스티븐 쿼일,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-09-08,개봉영화,장편,미국,168.0,2370348500.0,257193.0,880006000.0,87499.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
쓰리데이즈,폴 해기스,"라이온스 게이트 필름즈,피델리트 필름",에스엔엠코리아,롯데쇼핑㈜롯데엔터테인먼트,2010-12-22,개봉영화,장편,미국,211.0,1882542699.0,257106.0,621398000.0,80819.0,범죄,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
카우보이에이리언,존 파브로,,씨제이이앤엠(주),씨제이이앤엠(주),2011-08-11,개봉영화,장편,미국,269.0,1930249000.0,256346.0,637026000.0,80926.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
노벰버맨,로저 도널드슨,,㈜코리아스크린,롯데쇼핑㈜롯데엔터테인먼트,2014-10-16,개봉영화,장편,미국,395.0,1891131320.0,252444.0,526222320.0,67486.0,액션,15세이상관람가,일반영화,,,,,,,,,,left_only
월스트리트머니네버슬립스,올리버 스톤,에드워드 알 프레스만 필름 코포레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-10-21,개봉영화,장편,미국,286.0,1788986817.0,245343.0,783079000.0,100864.0,드라마,12세이상관람가,일반영화,,,,,,,,,,left_only
툼스톤,스콧 프랭크,,"(주)드림웨스트픽쳐스,(주)부메랑모션픽쳐스",(주)인벤트스톤,2014-09-18,개봉영화,장편,미국,378.0,1875449247.0,242707.0,599247647.0,74632.0,액션,청소년관람불가,일반영화,,,,,,,,,,left_only
창문넘어도망친100세노인,플렉스 할그렌,,"블루미지,(주)영화사 빅",(주)영화사 빅,2014-06-18,개봉영화,장편,스웨덴,300.0,1824795453.0,240990.0,719883353.0,92554.0,어드벤처,15세이상관람가,독립/예술영화,,,,,,,,,,left_only
아이필프리티,아비 콘,,(주)퍼스트런,(주)홈초이스,2018-06-06,개봉영화,장편,미국,213.0,2125902300.0,240148.0,908668400.0,100403.0,코미디,15세이상관람가,일반영화,,,,,,,,,,left_only
사랑은너무복잡해,낸시 마이어스,유니버셜 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2010-03-11,개봉영화,장편,미국,186.0,1770119256.0,238073.0,922899000.0,119222.0,멜로/로맨스,청소년관람불가,독립/예술영화,,,,,,,,,,left_only
줄리아의눈,기옘 모랄레스,,(주)더블앤조이픽쳐스,씨너스엔터테인먼트(주),2011-03-31,개봉영화,장편,스페인,232.0,1827211000.0,236359.0,676354500.0,83077.0,미스터리,청소년관람불가,일반영화,,,,,,,,,,left_only
드림쏭,애쉬 브래넌,,(주)시네마리퍼블릭,(주)이수C&E,2016-09-14,개봉영화,장편,미국,399.0,1817437700.0,233283.0,388509000.0,47585.0,애니메이션,전체관람가,독립/예술영화,,,,,,,,,,left_only
포스카인드,올라턴드 오선샌미,"유니버셜 픽쳐스,골드써클필름,포커스필름프로덕션㈜,샴바라 픽처스,대드 크루 프로덕션,사가 필름",㈜메가박스,(주)넥스트엔터테인먼트월드(NEW),2010-02-25,개봉영화,장편,미국,189.0,1701070326.0,229014.0,537108500.0,67471.0,SF,15세이상관람가,일반영화,,,,,,,,,,left_only
컨테이젼,스티븐 소더버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-09-22,개봉영화,장편,미국,226.0,1782554000.0,228899.0,791304500.0,97471.0,액션,12세이상관람가,일반영화,,,,,,,,,,left_only
캐빈인더우즈,드류 고다드,,"(유)조이앤컨텐츠그룹,(주)케이알씨지",롯데쇼핑㈜롯데엔터테인먼트,2012-06-28,개봉영화,장편,미국,288.0,1710273500.0,228090.0,625231000.0,79749.0,공포(호러),청소년관람불가,일반영화,,,,,,,,,,left_only
극장판루팡3세vs명탐정코난,카메가키 하지메,,씨제이이앤엠(주),씨제이이앤엠(주),2014-05-29,개봉영화,장편,일본,327.0,1585872205.0,225842.0,272598605.0,37324.0,애니메이션,12세이상관람가,일반영화,,,,,,,,,,left_only
알파앤오메가,"안소니 벨,벤 글럭",,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2011-02-24,개봉영화,장편,미국,230.0,1685788500.0,222953.0,332960000.0,41008.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
노아의방주남겨진녀석들,토비 젠켈,,(주)스마일이엔티,씨네그루(주)다우기술,2015-04-30,개봉영화,장편,독일,436.0,1586417300.0,219621.0,362928700.0,48437.0,애니메이션,전체관람가,일반영화,,,,,,,,,,left_only
