TITLE,OPEN_DT,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC,CMT_SCORE
엘리노어 릭비: 그 남자 그 여자,2015-04-09,4,2,15,122.0,미국,기타,드라마,15세이상관람가,,35.0,908.0,0.0,46589,0.2463768115942029
마더!,2017-10-19,10,4,42,121.0,미국,롯데쇼핑㈜롯데엔터테인먼트,드라마,청소년관람불가,0.0,91.0,842.0,0.0,46469,0.3291139240506329
심야식당 2,2017-06-08,6,2,23,107.0,일본,기타,드라마,12세이상관람가,1.0,165.0,621.0,0.0,46468,0.5432525951557093
에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-22,9,3,38,68.0,일본,기타,애니메이션,전체관람가,,8.0,45.0,0.0,46386,-0.2307692307692308
하드코어 헨리,2016-05-19,5,2,20,96.0,미국,기타,액션,청소년관람불가,0.0,248.0,1428.0,0.0,46373,0.4924874791318865
플래닛 51,2010-10-21,10,4,42,91.0,스페인,(주)쇼박스,애니메이션,전체관람가,,13.0,0.0,0.0,46330,0.5
블레어 위치,2016-11-23,11,4,47,89.0,미국,기타,공포,15세이상관람가,,35.0,397.0,0.0,46285,0.2684563758389262
베스트 오퍼,2014-06-12,6,2,24,130.0,이탈리아,기타,미스터리,15세이상관람가,0.0,193.0,351.0,0.0,46282,0.45502092050209203
슈퍼윙스 3D,2013-08-14,8,3,33,76.0,러시아,기타,애니메이션,전체관람가,,83.0,0.0,0.0,46124,0.39156626506024095
송 원,2015-04-01,4,2,14,88.0,미국,기타,드라마,15세이상관람가,0.0,214.0,934.0,0.0,46079,0.28913963328631875
아프리카 마법여행,2011-01-20,1,1,3,93.0,스페인,롯데쇼핑㈜롯데엔터테인먼트,어드벤처,전체관람가,,41.0,0.0,0.0,46025,0.14285714285714285
무드 인디고,2014-12-11,12,4,50,94.0,프랑스,기타,드라마,15세이상관람가,,75.0,1043.0,1.0,46010,0.41596638655462187
된장,2010-10-21,10,4,42,105.0,한국,씨제이엔터테인먼트,미스터리,12세이상관람가,0.0,132.0,0.0,0.0,45896,0.4840182648401826
퍼펙트 센스,2011-11-24,11,4,47,92.0,영국,기타,멜로,15세이상관람가,,21.0,0.0,0.0,45865,0.4090909090909091
타샤 튜더,2018-09-13,9,3,37,104.0,일본,기타,다큐멘터리,전체관람가,0.0,9.0,110.0,0.0,45841,0.4545454545454545
히어애프터,2011-03-24,3,1,12,130.0,미국,워너브러더스 코리아(주),드라마,12세이상관람가,,86.0,0.0,0.0,45755,0.3963133640552995
족구왕,2014-08-21,8,3,34,104.0,한국,기타,코미디,15세이상관람가,0.0,124.0,633.0,0.0,45701,0.35181236673773986
설계,2014-09-18,9,3,38,98.0,한국,기타,스릴러,청소년관람불가,0.0,135.0,613.0,0.0,45638,0.3241895261845387
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,4,2,15,63.0,미국,월트디즈니컴퍼니코리아 유한책임회사,애니메이션,전체관람가,,19.0,315.0,0.0,45484,0.5333333333333333
미운오리새끼,2012-08-30,8,3,35,96.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,15세이상관람가,0.0,31.0,0.0,0.0,45454,0.4897959183673469
샤오린 : 최후의 결전,2011-08-25,8,3,34,131.0,홍콩,기타,드라마,15세이상관람가,,60.0,0.0,0.0,45275,0.16766467065868262
부니 베어: 롤라 구출 대모험,2014-11-20,11,4,47,84.0,중국,기타,애니메이션,전체관람가,,128.0,88.0,0.0,45250,0.5041551246537396
한 번 더 해피엔딩,2015-04-08,4,2,15,106.0,미국,기타,멜로,15세이상관람가,0.0,26.0,522.0,0.0,45166,0.265625
밀림의 왕자 레오2,2012-11-08,11,4,45,99.0,일본,기타,애니메이션,전체관람가,,29.0,0.0,0.0,44988,0.32653061224489793
아더와 미니모이 2 : 셀레니아 공주 구출 작전,2010-07-08,7,3,27,94.0,프랑스,롯데쇼핑㈜롯데엔터테인먼트,판타지,전체관람가,,36.0,0.0,0.0,44961,0.24444444444444444
내가 죽기 전에 가장 듣고 싶은 말,2017-07-19,7,3,29,107.0,미국,기타,코미디,12세이상관람가,0.0,220.0,1046.0,0.0,44839,0.5081788440567067
북촌방향,2011-09-08,9,3,36,79.0,한국,기타,드라마,청소년관람불가,0.0,8.0,0.0,0.0,44824,0.6875
댄서,2017-04-13,4,2,15,84.0,영국,기타,다큐멘터리,15세이상관람가,0.0,7.0,287.0,0.0,44750,0.25
킹메이커,2012-04-19,4,2,16,101.0,미국,(주)시너지하우스 (시너지),드라마,15세이상관람가,0.0,18.0,0.0,0.0,44689,0.17142857142857146
호두까기인형 3D,2013-01-03,1,1,1,96.0,미국,기타,가족,전체관람가,,161.0,0.0,0.0,44677,0.455078125
케빈에 대하여,2012-07-26,7,3,30,112.0,영국,기타,드라마,청소년관람불가,0.0,8.0,0.0,1.0,44649,0.05
저스티스,2012-03-15,3,1,11,105.0,미국,(주)쇼박스,액션,청소년관람불가,,65.0,0.0,0.0,44546,0.27450980392156865
프리버즈: 밍쿠와 찌아의 도시 대탈출,2013-09-17,9,3,38,74.0,아르헨티나,기타,애니메이션,전체관람가,,1775.0,0.0,0.0,44466,0.14551083591331268
드래곤볼Z : 신들의 전쟁,2013-08-29,8,3,35,85.0,일본,(주)인벤트스톤,애니메이션,전체관람가,1.0,702.0,0.0,0.0,44231,0.2896315338474721
글래디에이터: 로마 영웅 탄생의 비밀 3D,2013-03-14,3,1,11,86.0,이탈리아,기타,애니메이션,전체관람가,,81.0,0.0,0.0,44198,0.4403669724770641
플로이,2018-08-15,8,3,33,82.0,아이슬란드,기타,애니메이션,전체관람가,,26.0,66.0,0.0,44141,0.46
프랑켄위니,2012-10-11,10,4,41,87.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,12세이상관람가,,27.0,0.0,0.0,43978,0.6181818181818182
