TITLE,OPEN_DT,OPEN_MONTH,OPEN_QUARTER,OPEN_WEEK,SHOW_TM,NATION_NM,COMPANY_NM,PRI_GENRE_NM,WATCH_GRADE_NM,SERIES,NAVER_CMT_NN,NAVER_EX_PT,ORI_BOOK,AUDI_ACC,CMT_SCORE
그레이의 50가지 그림자,2015-02-26,2,1,9,125.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,청소년관람불가,1.0,332.0,7027.0,1.0,364415,0.36893203883495146
파라노말 액티비티 2,2010-10-21,10,4,42,90.0,미국,씨제이엔터테인먼트,공포,12세이상관람가,,225.0,0.0,0.0,364251,0.26954732510288065
레드 라이딩 후드,2011-03-17,3,1,11,100.0,미국,워너브러더스 코리아(주),드라마,15세이상관람가,,154.0,0.0,1.0,362572,0.22815533980582525
홈,2015-05-21,5,2,21,93.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,,85.0,968.0,0.0,360556,0.36421725239616615
블라인드 사이드,2010-04-15,4,2,15,128.0,미국,워너브러더스 코리아(주),드라마,12세이상관람가,,210.0,0.0,1.0,359899,0.470954356846473
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,12,4,51,98.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,1.0,118.0,0.0,0.0,359663,0.4015748031496063
클로버필드 10번지,2016-04-07,4,2,14,103.0,미국,롯데쇼핑㈜롯데엔터테인먼트,미스터리,15세이상관람가,0.0,399.0,1517.0,0.0,356976,0.2680921052631579
경성학교: 사라진 소녀들,2015-06-18,6,2,25,99.0,한국,롯데쇼핑㈜롯데엔터테인먼트,미스터리,15세이상관람가,0.0,224.0,8640.0,0.0,356342,0.3427419354838709
어쌔신 크리드,2017-01-11,1,1,2,115.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,0.0,916.0,5645.0,0.0,355913,0.43349569127013865
플립,2017-07-12,7,3,28,89.0,미국,기타,드라마,12세이상관람가,0.0,3877.0,10110.0,1.0,354601,0.4468103827540695
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,12,4,51,103.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,,90.0,545.0,0.0,353012,0.13090909090909092
석조저택 살인사건,2017-05-09,5,2,19,108.0,한국,씨네그루(주)키다리이엔티,스릴러,15세이상관람가,0.0,138.0,1987.0,1.0,351830,0.37124463519313305
커플즈,2011-11-02,11,4,44,110.0,한국,(주)싸이더스,멜로,15세이상관람가,0.0,118.0,0.0,0.0,351779,0.5408560311284046
미드나잇 인 파리,2012-07-05,7,3,27,94.0,미국,기타,코미디,15세이상관람가,0.0,55.0,6.0,0.0,351555,0.4596774193548387
싱글라이더,2017-02-22,2,1,8,97.0,한국,워너브러더스 코리아(주),드라마,15세이상관람가,0.0,347.0,3838.0,0.0,351276,0.3753694581280788
그녀,2014-05-22,5,2,21,125.0,미국,기타,드라마,청소년관람불가,0.0,374.0,1333.0,0.0,351091,0.4402257567983581
오즈 그레이트 앤드 파워풀,2013-03-07,3,1,10,130.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),판타지,전체관람가,0.0,150.0,0.0,0.0,350563,0.5514705882352942
극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,12,4,51,72.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,1.0,293.0,0.0,0.0,348883,0.2891566265060241
7호실,2017-11-15,11,4,46,100.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,320.0,12977.0,0.0,347790,0.43582375478927204
치외법권,2015-08-27,8,3,35,103.0,한국,판씨네마(주),액션,15세이상관람가,0.0,282.0,3298.0,0.0,346483,0.3302013422818792
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011-05-05,5,2,18,100.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,1.0,504.0,0.0,0.0,346441,0.29742033383915023
링컨: 뱀파이어 헌터,2012-08-30,8,3,35,105.0,미국,이십세기폭스코리아(주),액션,청소년관람불가,,55.0,0.0,1.0,344876,0.1507936507936508
아메리칸 스나이퍼,2015-01-14,1,1,3,132.0,미국,워너브러더스 코리아(주),액션,청소년관람불가,0.0,100.0,1823.0,1.0,344766,0.3622291021671827
러브 유어셀프 인 서울,2019-01-26,1,1,4,111.0,한국,기타,공연,전체관람가,0.0,42.0,883.0,0.0,342366,-0.04716981132075472
숲속으로,2014-12-24,12,4,52,124.0,미국,월트디즈니컴퍼니코리아(주),뮤지컬,전체관람가,,155.0,3514.0,0.0,341882,0.39156626506024095
하이힐,2014-06-03,6,2,23,124.0,한국,롯데쇼핑㈜롯데엔터테인먼트,범죄,청소년관람불가,0.0,274.0,2252.0,0.0,339844,0.46795646916565903
음치 클리닉,2012-11-29,11,4,48,124.0,한국,롯데쇼핑㈜롯데엔터테인먼트,멜로,12세이상관람가,0.0,618.0,0.0,0.0,338168,0.4346504559270517
맨발의 꿈,2010-06-24,6,2,25,121.0,한국,(주)쇼박스,드라마,전체관람가,0.0,200.0,0.0,0.0,338080,0.4585987261146497
허스토리,2018-06-27,6,2,26,120.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,12세이상관람가,0.0,85.0,494.0,0.0,336822,0.5415472779369628
패딩턴 2,2018-02-08,2,1,6,103.0,프랑스,기타,코미디,전체관람가,,99.0,1346.0,0.0,335906,0.5154639175257731
늑대아이,2012-09-13,9,3,37,117.0,일본,기타,애니메이션,전체관람가,0.0,134.0,0.0,1.0,335706,0.11711711711711713
내 사랑,2017-07-12,7,3,28,115.0,아일랜드,기타,드라마,12세이상관람가,,266.0,1305.0,0.0,334423,0.5409663865546218
미나문방구,2013-05-16,5,2,20,106.0,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,전체관람가,0.0,3141.0,0.0,0.0,334323,0.4079934244323436
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,7,3,29,103.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,,107.0,4821.0,0.0,333082,0.3046594982078853
남영동1985,2012-11-22,11,4,47,106.0,한국,씨너스엔터테인먼트(주),드라마,15세이상관람가,0.0,1066.0,0.0,0.0,332619,0.2659544560022491
에베레스트,2015-09-24,9,3,39,121.0,미국,유니버설픽쳐스인터내셔널 코리아(유),어드벤처,12세이상관람가,0.0,101.0,1559.0,1.0,332180,0.4021447721179625
위자: 저주의 시작,2016-11-09,11,4,45,98.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,12세이상관람가,1.0,45.0,879.0,0.0,331877,0.3189655172413793
무서운 이야기,2012-07-25,7,3,30,108.0,한국,롯데쇼핑㈜롯데엔터테인먼트,공포,청소년관람불가,1.0,75.0,0.0,0.0,331760,0.26011560693641617
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,7,3,29,93.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,0.0,220.0,2481.0,0.0,330665,0.3525179856115108
킬러스,2010-09-02,9,3,35,100.0,미국,(주)넥스트엔터테인먼트월드(NEW),액션,15세이상관람가,,100.0,0.0,0.0,329086,0.3991031390134529
선 오브 갓,2014-04-10,4,2,15,137.0,미국,기타,드라마,12세이상관람가,0.0,260.0,2460.0,0.0,329029,0.347136563876652
링컨 차를 타는 변호사,2011-06-16,6,2,24,118.0,미국,씨너스엔터테인먼트(주),범죄,15세이상관람가,,51.0,0.0,1.0,327612,0.4174757281553398
잭 라이언 : 코드네임 쉐도우,2014-01-16,1,1,3,105.0,미국,씨제이이앤엠(주),액션,12세이상관람가,0.0,103.0,0.0,0.0,327591,0.2818181818181818
미드나잇 선,2018-06-21,6,2,25,91.0,미국,씨네그루(주)키다리이엔티,멜로,12세이상관람가,,34.0,156.0,0.0,326086,0.26548672566371684
스폰지밥 3D,2015-02-18,2,1,8,92.0,미국,씨제이이앤엠(주),애니메이션,전체관람가,,179.0,5389.0,0.0,325016,0.3224181360201511
사랑하기 때문에,2017-01-04,1,1,1,110.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,12세이상관람가,0.0,464.0,7040.0,0.0,324420,0.5039281705948373
희생부활자,2017-10-12,10,4,41,91.0,한국,(주)쇼박스,미스터리,15세이상관람가,0.0,234.0,5472.0,1.0,323628,0.3003533568904594
옥자,2017-06-29,6,2,26,120.0,미국,(주)넥스트엔터테인먼트월드(NEW),어드벤처,12세이상관람가,0.0,695.0,12426.0,0.0,321550,0.2885032537960954
블레이드 러너 2049,2017-10-12,10,4,41,163.0,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,SF,15세이상관람가,1.0,916.0,2343.0,0.0,321018,0.4110835401157982
극적인 하룻밤,2015-12-03,12,4,49,107.0,한국,CGV아트하우스,멜로,청소년관람불가,0.0,94.0,2589.0,0.0,320923,0.4541062801932367
"극장판 포켓몬스터 베스트위시: 신의 속도 게노세크트, 뮤츠의 각성",2014-01-09,1,1,2,94.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,1.0,153.0,0.0,0.0,320409,0.2976588628762542
아기배달부 스토크,2016-12-07,12,4,49,86.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,0.0,296.0,1376.0,0.0,320353,0.4821428571428572
뮨: 달의 요정,2015-09-24,9,3,39,85.0,프랑스,씨네그루(주)다우기술,애니메이션,전체관람가,0.0,180.0,747.0,0.0,319072,0.5531453362255966
빅풋 주니어,2017-08-09,8,3,32,91.0,벨기에,기타,애니메이션,전체관람가,0.0,145.0,1059.0,0.0,318737,0.5093833780160858
검우강호,2010-10-14,10,4,41,112.0,홍콩,기타,액션,15세이상관람가,0.0,94.0,0.0,0.0,318157,0.4143646408839779
도리화가,2015-11-25,11,4,48,109.0,한국,씨제이이앤엠(주),사극,12세이상관람가,0.0,976.0,12459.0,1.0,317505,0.3426443202979516
세상에서 가장 아름다운 이별,2011-04-20,4,2,16,125.0,한국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,0.0,156.0,0.0,0.0,316788,0.5249406175771971
레드카펫,2014-10-23,10,4,43,117.0,한국,기타,멜로,15세이상관람가,0.0,257.0,4017.0,0.0,316780,0.44733044733044736
미녀와 야수,2014-06-18,6,2,25,113.0,프랑스,(주)넥스트엔터테인먼트월드(NEW),판타지,전체관람가,0.0,55.0,1492.0,1.0,315348,0.5172413793103449
캐롤,2016-02-04,2,1,5,118.0,미국,CGV아트하우스,드라마,청소년관람불가,0.0,72.0,1191.0,1.0,315321,0.3728070175438597
차이니즈 조디악,2013-02-27,2,1,9,123.0,중국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,1.0,547.0,0.0,0.0,315305,0.3308007013442431
번 더 스테이지: 더 무비,2018-11-15,11,4,46,82.0,한국,월트디즈니컴퍼니코리아 유한책임회사,기타,전체관람가,0.0,94.0,1765.0,0.0,315010,0.4081632653061225
마이 블랙 미니드레스,2011-03-24,3,1,12,108.0,한국,씨제이이앤엠(주),드라마,15세이상관람가,0.0,215.0,0.0,1.0,313953,0.3875
비행기 2: 소방구조대,2014-08-13,8,3,33,83.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,,30.0,868.0,0.0,311456,0.3114754098360656
트루스 오어 데어,2018-05-22,5,2,21,99.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,15세이상관람가,,47.0,144.0,0.0,310956,0.35294117647058826
주피터 어센딩,2015-02-05,2,1,6,127.0,미국,워너브러더스 코리아(주),SF,12세이상관람가,0.0,169.0,1428.0,0.0,309729,0.3483606557377049
위대한 소원,2016-04-21,4,2,16,93.0,한국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,0.0,333.0,3408.0,0.0,308180,0.456140350877193
가디언의 전설,2010-10-28,10,4,43,96.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,,101.0,0.0,1.0,307217,0.4666666666666667
빌리와 용감한 녀석들 2,2013-02-21,2,1,8,82.0,인도,기타,애니메이션,전체관람가,,198.0,0.0,0.0,306837,0.39067524115755625
덕구,2018-04-05,4,2,14,91.0,한국,메가박스중앙(주)플러스엠,드라마,전체관람가,0.0,61.0,446.0,0.0,306126,0.5538461538461539
개를 훔치는 완벽한 방법,2014-12-31,12,4,1,109.0,한국,기타,드라마,전체관람가,0.0,466.0,5046.0,1.0,306119,0.596931659693166
패딩턴,2015-01-07,1,1,2,95.0,영국,롯데쇼핑㈜롯데엔터테인먼트,코미디,전체관람가,,283.0,1592.0,1.0,305100,0.4611032531824611
포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,12,4,52,79.0,일본,기타,애니메이션,전체관람가,,156.0,5689.0,0.0,300477,0.27134146341463417
빌리와 용감한 녀석들 3D,2012-08-08,8,3,32,93.0,독일,기타,애니메이션,전체관람가,,16.0,0.0,0.0,299434,0.64
프랑켄슈타인: 불멸의 영웅,2014-02-06,2,1,6,92.0,미국,(주)쇼박스,액션,12세이상관람가,0.0,128.0,0.0,0.0,298983,0.2007042253521127
오즈의 마법사: 돌아온 도로시,2015-02-12,2,1,7,91.0,미국,기타,애니메이션,전체관람가,,41.0,2669.0,0.0,298298,0.5038759689922481
위험한 관계,2012-10-11,10,4,41,111.0,한국,씨제이이앤엠(주),멜로,청소년관람불가,0.0,98.0,0.0,0.0,298086,0.4032258064516129
스포트라이트,2016-02-24,2,1,8,128.0,미국,기타,드라마,15세이상관람가,0.0,89.0,1122.0,0.0,297944,0.2730263157894737
구스범스,2016-01-14,1,1,2,103.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,1.0,768.0,2541.0,1.0,297356,0.4171210468920393
로렉스,2012-05-03,5,2,18,86.0,미국,유니버설픽쳐스인터내셔널 코리아(유),애니메이션,전체관람가,,64.0,0.0,0.0,297025,0.2475247524752475
모모와 다락방의 수상한 요괴들,2012-07-05,7,3,27,120.0,일본,기타,애니메이션,전체관람가,,130.0,0.0,0.0,295189,0.2962962962962963
포인트 브레이크,2016-01-07,1,1,1,113.0,미국,(주)시네마서비스,범죄,15세이상관람가,0.0,224.0,1262.0,0.0,294320,0.3860398860398861
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011-12-22,12,4,51,97.0,일본,씨제이이앤엠(주),애니메이션,전체관람가,1.0,201.0,0.0,0.0,293787,0.24651162790697675
이스케이프 플랜,2013-12-05,12,4,49,115.0,미국,판씨네마(주),액션,청소년관람불가,1.0,120.0,0.0,0.0,292655,0.3161094224924012
베스트 키드,2010-06-10,6,2,23,140.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,가족,12세이상관람가,,151.0,0.0,0.0,292529,0.3526315789473684
"러브, 로지",2014-12-10,12,4,50,103.0,영국,(주)넥스트엔터테인먼트월드(NEW),코미디,15세이상관람가,0.0,111.0,2861.0,1.0,292430,0.3813953488372093
더 그레이,2012-02-16,2,1,7,116.0,미국,기타,액션,15세이상관람가,0.0,39.0,0.0,0.0,292217,0.20634920634920634
앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,2,1,5,91.0,미국,이십세기폭스코리아(주),애니메이션,전체관람가,1.0,283.0,2567.0,0.0,289645,0.2986111111111111
런 올 나이트,2015-03-19,3,1,12,115.0,미국,워너브러더스 코리아(주),액션,청소년관람불가,0.0,126.0,1118.0,0.0,289534,0.1176470588235294
혼숨,2016-10-26,10,4,43,88.0,한국,기타,공포,15세이상관람가,0.0,115.0,4178.0,0.0,288016,0.4051724137931034
커뮤터,2018-01-24,1,1,4,104.0,영국,메가박스중앙(주)플러스엠,액션,15세이상관람가,0.0,177.0,841.0,0.0,286042,0.2909090909090909
후드,2018-11-28,11,4,48,116.0,미국,기타,어드벤처,12세이상관람가,,56.0,433.0,0.0,284601,0.3113207547169811
신데렐라:마법 반지의 비밀,2019-02-20,2,1,8,87.0,미국,기타,애니메이션,전체관람가,,13.0,220.0,0.0,284526,0.2307692307692308
네버엔딩 스토리,2012-01-18,1,1,3,114.0,한국,기타,코미디,15세이상관람가,0.0,99.0,0.0,0.0,283449,0.3496932515337423
다이노 타임,2015-04-30,4,2,18,85.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,0.0,96.0,646.0,0.0,283300,0.3
인서전트,2015-03-25,3,1,13,119.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,15세이상관람가,1.0,237.0,3194.0,1.0,282662,0.42594718714121693
포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,12,4,51,94.0,일본,기타,애니메이션,전체관람가,,139.0,3705.0,0.0,282419,0.34841628959276016
프레데터스,2010-08-26,8,3,34,106.0,미국,이십세기폭스코리아(주),액션,15세이상관람가,,164.0,0.0,0.0,281642,0.1262135922330097
오큘러스,2014-05-29,5,2,22,102.0,미국,씨네그루(주)다우기술,미스터리,15세이상관람가,,87.0,1603.0,0.0,279488,0.32068965517241377
극장판 안녕 자두야,2016-05-04,5,2,18,75.0,한국,씨제이이앤엠(주),애니메이션,전체관람가,,31.0,1719.0,0.0,278914,0.3076923076923077
사랑에 대한 모든 것,2014-12-10,12,4,50,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),멜로,12세이상관람가,0.0,99.0,2704.0,0.0,278015,0.4607843137254902
존 윅 - 리로드,2017-02-22,2,1,8,122.0,미국,(주)제이앤씨미디어그룹,액션,청소년관람불가,1.0,254.0,1842.0,0.0,276379,0.3694083694083694
우리는 동물원을 샀다,2012-01-18,1,1,3,124.0,미국,이십세기폭스코리아(주),가족,전체관람가,0.0,49.0,0.0,1.0,276334,0.5606060606060606
눈의 여왕,2013-02-07,2,1,6,76.0,러시아,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,,179.0,0.0,0.0,274229,0.5498783454987834
목소리의 형태,2017-05-09,5,2,19,129.0,일본,기타,애니메이션,전체관람가,0.0,354.0,8858.0,1.0,272877,0.30465666929755325
바울,2018-10-31,10,4,44,107.0,미국,기타,드라마,15세이상관람가,0.0,21.0,212.0,0.0,272364,0.2549019607843137
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012-04-26,4,2,17,107.0,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,1.0,192.0,0.0,0.0,272062,0.21495327102803732
울프맨,2010-02-11,2,1,6,102.0,미국,유니버설픽쳐스인터내셔널 코리아(유),공포,청소년관람불가,,56.0,0.0,0.0,270683,0.43478260869565216
가비,2012-03-15,3,1,11,115.0,한국,(주)시네마서비스,드라마,15세이상관람가,0.0,138.0,0.0,0.0,270602,0.509090909090909
롤러코스터,2013-10-17,10,4,42,93.0,한국,씨제이이앤엠(주),코미디,15세이상관람가,0.0,342.0,0.0,0.0,270148,0.4574688796680498
헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,2,1,7,87.0,미국,씨제이이앤엠(주),액션,청소년관람불가,,220.0,0.0,0.0,269510,0.15365853658536585
상하이,2011-01-27,1,1,4,103.0,미국,(주)넥스트엔터테인먼트월드(NEW),드라마,15세이상관람가,,85.0,0.0,0.0,269157,0.44751381215469616
모털 엔진,2018-12-05,12,4,49,128.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,12세이상관람가,0.0,75.0,508.0,1.0,268921,0.3457943925233645
친구와 연인사이,2011-02-10,2,1,6,108.0,미국,씨제이엔터테인먼트,코미디,청소년관람불가,,16.0,0.0,0.0,267843,-0.08
파이스토리 : 악당상어 소탕작전,2013-01-10,1,1,2,80.0,미국,기타,애니메이션,전체관람가,,126.0,0.0,0.0,267373,0.5157068062827225
19곰 테드,2012-09-27,9,3,39,106.0,미국,유니버설픽쳐스인터내셔널 코리아(유),코미디,청소년관람불가,1.0,22.0,0.0,0.0,266574,0.20512820512820512
백 투 더 비기닝,2015-02-26,2,1,9,106.0,미국,롯데쇼핑㈜롯데엔터테인먼트,SF,15세이상관람가,0.0,136.0,479.0,0.0,266389,0.3781725888324873
저스틴,2013-12-31,12,4,1,96.0,스페인,(주)넥스트엔터테인먼트월드(NEW),애니메이션,전체관람가,0.0,115.0,0.0,0.0,266253,0.2512820512820513
투모로우랜드,2015-05-27,5,2,22,129.0,미국,월트디즈니컴퍼니코리아(주),액션,12세이상관람가,0.0,131.0,1272.0,0.0,265744,0.3894736842105263
극장판 도라에몽: 진구의 인어대해전,2010-07-28,7,3,30,98.0,일본,씨제이엔터테인먼트,애니메이션,전체관람가,,112.0,0.0,0.0,264918,0.4188034188034188
나를 차버린 스파이,2018-08-22,8,3,34,117.0,미국,기타,액션,15세이상관람가,,30.0,131.0,0.0,264766,0.4761904761904762
마야,2014-09-04,9,3,36,87.0,독일,기타,애니메이션,전체관람가,,74.0,224.0,1.0,262289,0.492462311557789
악질경찰,2019-03-20,3,1,12,127.0,한국,워너브러더스 코리아(주),범죄,청소년관람불가,0.0,58.0,237.0,0.0,262235,0.3333333333333333
스파이 브릿지,2015-11-05,11,4,45,141.0,미국,이십세기폭스코리아(주),스릴러,12세이상관람가,0.0,196.0,878.0,0.0,260721,0.4720616570327553
원더,2017-12-27,12,4,52,113.0,미국,CGV아트하우스,드라마,전체관람가,0.0,212.0,1437.0,1.0,260506,0.5605289928789421
장고:분노의 추적자,2013-03-21,3,1,12,165.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),서부극,청소년관람불가,0.0,456.0,0.0,0.0,260144,0.3570961412688031
공범자들,2017-08-17,8,3,33,105.0,한국,기타,다큐멘터리,15세이상관람가,0.0,681.0,10237.0,0.0,258478,0.24047354790972994
함정,2015-09-10,9,3,37,96.0,한국,(주)인벤트스톤,스릴러,청소년관람불가,0.0,309.0,2023.0,0.0,257716,0.33456973293768544
명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,2015-02-12,2,1,7,91.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,1.0,286.0,8040.0,0.0,257381,0.3182844243792325
파이널 데스티네이션5,2011-09-08,9,3,36,92.0,미국,워너브러더스 코리아(주),공포,청소년관람불가,,81.0,0.0,0.0,257193,0.20512820512820512
쓰리 데이즈,2010-12-22,12,4,51,133.0,미국,롯데쇼핑㈜롯데엔터테인먼트,범죄,15세이상관람가,,128.0,0.0,0.0,257106,0.4896265560165975
언브로큰,2015-01-07,1,1,2,137.0,미국,유니버설픽쳐스인터내셔널 코리아(유),액션,15세이상관람가,1.0,176.0,3318.0,1.0,256475,0.3717277486910995
카우보이 & 에이리언,2011-08-11,8,3,32,118.0,미국,씨제이이앤엠(주),액션,15세이상관람가,,108.0,0.0,0.0,256346,0.2808988764044944
기묘한 가족,2019-02-13,2,1,7,111.0,한국,메가박스중앙(주)플러스엠,코미디,12세이상관람가,0.0,129.0,1050.0,0.0,256202,0.4653739612188366
밤의 여왕,2013-10-17,10,4,42,113.0,한국,(주)인벤트스톤,멜로,15세이상관람가,0.0,383.0,0.0,0.0,252475,0.3380102040816326
노벰버 맨,2014-10-16,10,4,42,101.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,15세이상관람가,,86.0,569.0,0.0,252444,0.2977777777777777
비밀은 없다,2016-06-23,6,2,25,102.0,한국,씨제이이앤엠(주),스릴러,청소년관람불가,0.0,173.0,3971.0,0.0,250650,0.1950354609929078
소셜포비아,2015-03-12,3,1,11,102.0,한국,CGV아트하우스,스릴러,15세이상관람가,0.0,86.0,5302.0,0.0,248215,0.4113475177304965
월 스트리트: 머니 네버 슬립스,2010-10-21,10,4,42,133.0,미국,이십세기폭스코리아(주),드라마,12세이상관람가,,42.0,0.0,0.0,245343,0.22058823529411764
적과의 동침,2011-04-27,4,2,17,136.0,한국,(주)쇼박스,드라마,12세이상관람가,0.0,237.0,0.0,0.0,243094,0.4722792607802875
툼스톤,2014-09-18,9,3,38,113.0,미국,(주)인벤트스톤,액션,청소년관람불가,,129.0,1097.0,1.0,242707,0.1885245901639344
명탐정 코난:감벽의 관,2018-02-14,2,1,7,106.0,일본,씨제이이앤엠(주),애니메이션,12세이상관람가,1.0,412.0,1500.0,0.0,242164,0.1994645247657296
캡틴 필립스,2013-10-23,10,4,43,133.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),액션,15세이상관람가,0.0,243.0,0.0,1.0,241514,0.3516068052930057
창문 넘어 도망친 100세 노인,2014-06-18,6,2,25,114.0,스웨덴,기타,어드벤처,15세이상관람가,,130.0,754.0,1.0,240990,0.5866666666666667
아이 필 프리티,2018-06-06,6,2,23,109.0,미국,기타,코미디,15세이상관람가,,40.0,234.0,0.0,240148,0.15827338129496402
서약,2012-03-14,3,1,11,104.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,드라마,15세이상관람가,0.0,30.0,0.0,1.0,239483,0.3809523809523809
미옥,2017-11-09,11,4,45,90.0,한국,씨네그루(주)키다리이엔티,범죄,청소년관람불가,0.0,198.0,3455.0,0.0,238587,0.3318777292576419
하늘을 걷는 남자,2015-10-28,10,4,44,123.0,미국,유니버설픽쳐스인터내셔널 코리아(유),드라마,12세이상관람가,0.0,96.0,1338.0,1.0,238257,0.3607843137254902
사랑은 너무 복잡해,2010-03-11,3,1,10,120.0,미국,유니버설픽쳐스인터내셔널 코리아(유),멜로,청소년관람불가,,22.0,0.0,0.0,238073,0.7692307692307693
그레이스 오브 모나코,2014-06-18,6,2,25,102.0,프랑스,(주)쇼박스,드라마,12세이상관람가,0.0,56.0,720.0,0.0,237147,0.5259259259259259
줄리아의 눈,2011-03-31,3,1,13,112.0,스페인,씨너스엔터테인먼트(주),미스터리,청소년관람불가,,137.0,0.0,0.0,236359,0.3495702005730659
레고 무비,2014-02-06,2,1,6,100.0,미국,워너브러더스 코리아(주),애니메이션,전체관람가,1.0,195.0,0.0,0.0,236129,0.2907608695652174
세이빙 산타,2013-12-19,12,4,51,83.0,영국,기타,애니메이션,전체관람가,0.0,299.0,0.0,0.0,235688,0.3829479768786127
닌자터틀 : 어둠의 히어로,2016-06-16,6,2,24,112.0,미국,롯데쇼핑㈜롯데엔터테인먼트,액션,12세이상관람가,1.0,450.0,2151.0,0.0,235207,0.4964285714285714
비행기,2013-12-19,12,4,51,91.0,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),애니메이션,전체관람가,1.0,89.0,0.0,0.0,233563,0.25384615384615383
극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,1,1,3,98.0,일본,롯데쇼핑㈜롯데엔터테인먼트,애니메이션,전체관람가,1.0,279.0,4286.0,0.0,233347,0.34608030592734224
드림 쏭,2016-09-14,9,3,37,89.0,미국,기타,애니메이션,전체관람가,,647.0,1904.0,0.0,233283,0.3942420681551117
강철대오:구국의 철가방,2012-10-25,10,4,43,113.0,한국,롯데쇼핑㈜롯데엔터테인먼트,코미디,15세이상관람가,0.0,155.0,0.0,0.0,233211,0.4340425531914894
어느날,2017-04-05,4,2,14,113.0,한국,오퍼스픽쳐스(유),멜로,15세이상관람가,0.0,170.0,3837.0,0.0,232016,0.336976320582878
폐가,2010-08-19,8,3,33,84.0,한국,(주)시너지하우스 (시너지),공포,15세이상관람가,0.0,392.0,0.0,0.0,229610,0.4075
인플루언스,2010-08-19,8,3,33,78.0,한국,기타,드라마,15세이상관람가,0.0,58.0,0.0,0.0,229610,0.2962962962962963
시카리오: 데이 오브 솔다도,2018-06-27,6,2,26,122.0,미국,기타,액션,15세이상관람가,1.0,94.0,450.0,0.0,229542,0.3253424657534247
순정,2016-02-24,2,1,8,113.0,한국,기타,드라마,12세이상관람가,0.0,1095.0,31698.0,1.0,229059,0.48132271892222905
포스 카인드,2010-02-25,2,1,8,97.0,미국,(주)넥스트엔터테인먼트월드(NEW),SF,15세이상관람가,,191.0,0.0,0.0,229014,0.14540816326530612
